OBJECTID_1,Shape,OBJECTID,DEQ_NUMBER,SPRING_NAME,LATNAD83DD,LONGNAD83D,,,,OBJECTID,SITENO,SITENAME,CATEGORY,AGENCY,LATDD,LONGDD,
1356,,760,147-00332,SPRING 19-1,37.22736816,-76.61662088,43,,,348,391617078011601, Jef-0146S,SP,USGS,39.2714908,-78.0208317,
1422,,1030,180-01087,CAVE SPRING,37.22752401,-80.01285833,,,,349,391620078051301,46YS  1 BRANSON SPRING,SP,USGS,39.2721333,-78.0868528,
1382,,1569,199-00142,UNNAMED (SP 16; SITE 8),37.22903391,-76.54356305,44,,,350,391652077493201, Jef-0164S,SP,USGS,39.2812125,-77.8252724,
663,,873,160-00548,LAFAYETTE SPRING,37.22974334,-80.21286284,,,,351,391655077493801, Jef-0539S,SP,USGS,39.2820458,-77.82693908,
1095,,403,113-00190,MINE DRAIN TO DISMAL CREEK,37.23094631,-81.80761442,45,,,352,391702076003501,Diffuse Seep nr Morgan Crk,SP,USGS,39.2837472,-76.0096861,
1030,,1436,192-00517,DILLS SPRING,37.23097739,-81.2874138,,,,354,391730077525001, Jef-0514(Charles Town PS Spring),SP,USGS,39.291768,-77.88027348,
1381,,1568,199-00141,CNHP 28 SPRING (CP2;CNHP 11C;VA14),37.23208909,-76.51689555,,,,353,391730077520001, Jef-0185(Charles Town Spring),SP,USGS,39.291768,-77.8663843,
1380,,1567,199-00140,UNNAMED (SP 27;SITE 11B),37.23208912,-76.51911785,46,,,355,391733077525001, Jef-0193S,SP,USGS,39.29260135,-77.88027348,
1379,,1566,199-00139,UNNAMED (SP 25;SITE 101),37.23403364,-76.52717365,47,,,356,391735077484301, Jef-0194S,SP,USGS,39.29315678,-77.811661,
1378,,1565,199-00138,UNNAMED (SP 24;SITE 10H),37.23431139,-76.52578472,48,,,357,391752077535501, Jef-0210S,SP,USGS,39.29787908,-77.8983294,
635,,844,160-00285,C. N. KINZIE-SPRING,37.23501233,-80.23154918,,,,358,391754077595901, Jef-0213S,SP,USGS,39.29843477,-77.9994425,
1377,,1564,199-00137,SPRING 18-1,37.23514599,-76.62717675,49,,,359,391756077232501,FR Fe  13,SP,USGS,39.2989921,-77.3899855,
1376,,1563,199-00136,SPRING 20-9,37.23597828,-76.54495197,50,,,361,391800078003501, Jef-0219(Priest Field Spring),SP,USGS,39.29980556,-78.0113333,
1375,,1562,199-00135,SPRING 20-1,37.23597828,-76.54522976,51,,,360,391800077580801, Jef-0218S,SP,USGS,39.30010137,-77.9686086,
1374,,1561,199-00134,SPRING 20-4,37.2365338,-76.54300747,52,,,362,391805077550701, Jef-0528(Aldridge Spring),SP,USGS,39.30149016,-77.9183298,
1373,,1560,199-00133,SPRING  2-1,37.23688149,-76.58263346,53,,,363,391810079055001, Min-0011(Big Spring),SP,USGS,39.30287946,-79.0969769,
460,,652,135-00158,WABASH SPRING,37.23901077,-80.76507096,,,,364,391829077444501, Jef-0243S,SP,USGS,39.3081565,-77.7455486,
630,,839,160-00269,O M PENDY (SPRING),37.23920026,-80.21687441,,,,365,391830077445001, Jef-0244S,SP,USGS,39.3084343,-77.7469375,
1372,,1559,199-00132,SPRING  6-1,37.24014542,-76.58661992,54,,,366,391836077502401, Jef-0247(Flowing Spring),SP,USGS,39.31010105,-77.8397172,
1092,,400,113-00187,MINE DRAIN TO BURNT CHESNUT,37.24094559,-81.90067672,55,,,367,391840077504001, Jef-0517(Flowing Spring Kane),SP,USGS,39.31121215,-77.84416169,
1371,,1558,199-00131,SPRING 20-8,37.24292253,-76.53689616,56,,,368,391841077001601,HO Bc 176,SP,USGS,39.3117712,-77.00386749,
1370,,1557,199-00130,SPRING  5-1,37.24292316,-76.5868977,57,,,369,391846077370501,FR Fb  12,SP,USGS,39.3128793,-77.6177676,
638,,847,160-00335,HAROLD WALL (SPRING),37.24320327,-80.36970141,,,,370,391903077173402,FR Ff   2,SP,USGS,39.3176039,-77.2924841,
317,,374,110-00113,ROCKY GAP SPRING,37.243333,-81.108889,,,,371,391930077441501, Jef-0519(Old Barr Spring),SP,USGS,39.32510085,-77.737215,
1369,,1556,199-00129,SPRING 13-3,37.24347845,-76.56634151,58,,,372,391936077321101,FR Fc  15,SP,USGS,39.3267685,-77.5360989,
634,,843,160-00284,BILLY RATLIFF-SPRING,37.24664672,-80.288705,,,,373,391943078481201, Hmp-0201(Romney Spring),SP,USGS,39.32871055,-78.8030748,
1368,,1555,199-00128,SPRING 12-1,37.24736705,-76.54772982,59,,,374,391950078032900, Ber-0039(Lefevre Spring),SP,USGS,39.33155556,-78.0579722,
729,,1015,180-00080,CITY OF ROANOKE-CRYSTAL SPRING,37.24926974,-79.94325571,,,,375,391956078062600, Ber-0042S,SP,USGS,39.3317674,-78.105834,
656,,866,160-00541,FORTHS SPRING,37.25296861,-80.38469333,,,,376,392006076343501,3N3E-  3,SP,USGS,39.335107,-76.5760773,
1537,,1425,192-00506,MILLER SPRING - BERNICE TOWN WATER SYSTEM,37.25330488,-81.43727954,,,,377,392010077455201, Jef-0504S,SP,USGS,39.33621179,-77.76416009,
1367,,1554,199-00127,SPRING  8-1,37.25625603,-76.56717485,60,,,378,392035077544001, Jef-0306S(Bell Spring),SP,USGS,39.34377778,-77.91025,
1355,,759,147-00331,GREEN SPRING AT GREEN SPRING PLANTATION,37.25659167,-76.801925,61,,,379,392040077554901, Jef-0310S,SP,USGS,39.34454506,-77.9299969,
657,,867,160-00542,MOSSY SPRING,37.25753361,-80.35057972,,,,380,392042077554301,Jef-0521S(Grey Spring),SP,USGS,39.3454722,-77.9287222,
518,,662,135-00168,LITTLE SUGAR RUN SPRING,37.25850806,-80.72882361,,,,381,392049077554601, Jef-0659S(Blue Spring),SP,USGS,39.3468611,-77.9293611,
1354,,758,147-00330,VAIDEN,37.26098067,-76.75662526,,,,382,392058076481701,BA Eb 289,SP,USGS,39.34955009,-76.8044191,
1082,,388,113-00175,ROGERS,37.26177868,-81.92317822,,,,383,392059076504901,BA Ea  89,SP,USGS,39.34982749,-76.8466423,
660,,870,160-00545,HANCOCK SPRING,37.26194912,-80.33213083,,,,384,392110077555201, Jef-0327S(Balch Spring),SP,USGS,39.35287826,-77.9308302,
459,,651,135-00157,FRANCIS SPRING,37.26234554,-80.68895546,62,,,385,392115077100401,CL Eb   1,SP,USGS,39.3542704,-77.1674819,
617,,826,160-00202,LAUREL RIDGE-SPRING,37.26237021,-80.44843905,,,,386,392124078050501, Ber-0482S,SP,USGS,39.3567669,-78.0844448,
659,,869,160-00544,DAM SPRING,37.26334889,-80.33953528,,,,387,392150076492301,BA Eb 290,SP,USGS,39.36399426,-76.822753,
658,,868,160-00543,OLD MILL CAVE SPRING,37.26441944,-80.34078528,,,,388,392156079211801,GA Eb  33,SP,USGS,39.365655,-79.3547657,
677,,888,160-00565,UNNAMED SPRING,37.26465661,-80.31903584,,,,389,392212076035501,KE Ad  20,SP,USGS,39.3706674,-76.0641145,
676,,887,160-00564,UNNAMED WET WEATHER SPRING,37.26469378,-80.32951922,,,,390,392232077393401,WA Ej   5,SP,USGS,39.37565638,-77.6591575,
678,,889,160-00566,UNNAMED SPRING,37.26469465,-80.32081701,,,,391,392241078011901, Ber-0461(McDonald Spring),SP,USGS,39.37769444,-78.0215,
674,,885,160-00562,JOHNSON CAVE SPRING,37.26572797,-80.31818713,,,,392,392301077451001, Jef-0382S,SP,USGS,39.38371127,-77.7524932,
679,,890,160-00567,UNNAMED SPRING,37.26649748,-80.33359539,,,,393,392318078584101, Min-0078(Town of Keyser Spring),SP,USGS,39.3884302,-78.9778047,
675,,886,160-00563,UNNAMED SPRING,37.26724703,-80.32676707,,,,394,392333077550500, Ber-0114S,SP,USGS,39.3934332,-77.9180523,
682,,893,160-00570,UNNAMED SPRING,37.26751418,-80.35798734,,,,396,392343077485401, Jef-0555S,SP,USGS,39.3953777,-77.8147168,
687,,898,160-00575,UNNAMED WET WEATHER SPRING,37.26787096,-80.35762072,,,,395,392343077485101, Jef-0395S,SP,USGS,39.39537774,-77.8138834,
681,,892,160-00569,UNNAMED SPRING,37.26843404,-80.3591609,,,,397,392359078063901, Ber-0462S,SP,USGS,39.3998215,-78.1105569,
686,,897,160-00574,UNNAMED WET WEATHER SPRING,37.269825,-80.35385252,,,,398,392403079182201,GA Ec   1,SP,USGS,39.40093085,-79.305874,
1366,,1553,199-00126,SPRING  A-2,37.26986726,-76.59439791,63,,,399,392420079221701,GA Eb  72,SP,USGS,39.40565267,-79.3711546,
730,,1017,180-00119,SOUTH SALEM (SPRING),37.27011489,-80.06843185,,,,400,392431078035101, Ber-0509S,SP,USGS,39.40871039,-78.0638891,
680,,891,160-00568,UNNAMED SPRING,37.27234765,-80.3615824,,,,401,392457077343001,FR Ec   2,SP,USGS,39.41593446,-77.5747109,
662,,872,160-00547,BIG LOG HOUSE SPRING,37.27806194,-80.35041139,,,,402,392501077521101, Jef-0419S,SP,USGS,39.417044,-77.8694402,
512,,656,135-00162,WILBURN VALLEY SPRING,37.27894889,-80.7836175,,,,404,392510077484001, Jef-0557(Research Institute Spring),SP,USGS,39.4195441,-77.8108278,
661,,871,160-00546,MILL CREEK MARL SPRING,37.27977528,-80.35293806,,,,403,392510077483801, Jef-0422S,SP,USGS,39.4195441,-77.8102723,
513,,657,135-00163,SPRING NEAR STARNS CAVERN,37.28195472,-80.77788528,,,,405,392511076351001,BA Dd 299,SP,USGS,39.4198288,-76.585801,
683,,894,160-00571,UNNAMED SPRING 1 ABOVE RYANS CAVE,37.28458761,-80.38784205,,,,406,392512077483501, Jef-0796S,SP,USGS,39.4201111,-77.8096111,
684,,895,160-00572,UNNAMED SPRING 2 ABOVE RYANS CAVE,37.28473779,-80.38796183,,,,407,392512077492001, Jef-0425S,SP,USGS,39.42121074,-77.820828,
685,,896,160-00573,UNNAMED SPRING 3 ABOVE RYANS CAVE,37.28476188,-80.38806887,,,,408,392518077295801,FR Dd  11,SP,USGS,39.4217683,-77.4991535,
1102,,536,125-00199,COLD SPRING NEAR CLINCHFIELD OVERLOOK,37.28680148,-82.30110054,,,,410,392534077591401, Ber-0586S,SP,USGS,39.4262103,-77.9869428,
519,,663,135-00169,RTE 708 SPRING,37.2871475,-80.70329694,,,,409,392531077590900, Ber-0177S,SP,USGS,39.4264881,-77.986665,
463,,655,135-00161,BIG SPRING CLIFF,37.2946375,-80.86386806,,,,411,392536077591301, Ber-0636S,SP,USGS,39.42676587,-77.986665,
462,,654,135-00160,BIG SPRING BOIL,37.29584222,-80.86288778,,,,412,392548077331601,FR Dc  21,SP,USGS,39.4301012,-77.5541548,
728,,1014,180-00064,J.N. PHELPS STIDHAM SPRING,37.29839251,-80.00643236,,,,413,392549077175001,FR Df  11,SP,USGS,39.4303801,-77.29692788,
618,,827,160-00204,KYLE WINGO-SPRING,37.29927459,-80.44630885,,,,415,392552077262201,FR Dd 178,SP,USGS,39.43121294,-77.4391525,
511,,650,135-00041,QUALITY STATION #34--SPRING,37.29931739,-80.50438856,,,,414,392550078021300, Ber-0187S,SP,USGS,39.4314878,-78.0366664,
1088,,394,113-00181,MINE DRAIN TO MIDDLE FORK,37.30038718,-82.25014155,,,,416,392607077505201, Jef-0435S,SP,USGS,39.43537717,-77.8474953,
539,,683,135-00190,UNNAMED SPRING,37.30077098,-80.47291932,,,,418,392620076440001,BA Dc  59,SP,USGS,39.4389947,-76.7324739,
528,,672,135-00179,UNNAMED SPRING NORTHEAST OF NEWPORT,37.3011266,-80.49021702,,,,417,392619077541200, Ber-0202S,SP,USGS,39.4405,-77.9048056,
532,,676,135-00183,TRAVERTINE SPRING,37.30375267,-80.49385158,,,,419,392629078404201, Hmp-0320(Raven Rock Spring),SP,USGS,39.44148328,-78.6780712,
1175,,963,173-00122,MAXEY SPRING,37.30415988,-78.2777032,,,,420,392631076304801,BA De   1,SP,USGS,39.44205129,-76.5130206,
1174,,962,173-00121,REAMES SPRING,37.30573239,-78.28333108,,,,421,392643077245501,FR De   2,SP,USGS,39.44537957,-77.4149853,
540,,684,135-00191,SMALL SEEPAGE SPRING,37.30585844,-80.46369867,,,,422,392717077530901, Ber-0512S,SP,USGS,39.45482124,-77.88555179,
534,,678,135-00185,UNNAMED SPRING,37.3071715,-80.46544534,,,,423,392719077442801,WA Di  72,SP,USGS,39.45537726,-77.7408263,
1091,,399,113-00186,MINE DRAIN TO BURNT POPLAR,37.30927639,-82.18458218,64,,,424,392722077444101,WA Di  73,SP,USGS,39.45621055,-77.7444375,
529,,673,135-00180,W.M. REYNOLDS SPRING,37.31018834,-80.47398334,,,,425,392723078103900, Ber-0480(Neglar Spring),SP,USGS,39.45648669,-78.1772259,
531,,675,135-00182,TAWNEYS SPRING,37.31225724,-80.51417052,,,,426,392728077445301,WA Di   8,SP,USGS,39.45787717,-77.7477709,
461,,653,135-00159,JOHN SMITH'S SPRING,37.31226778,-80.84951278,,,,427,392730077444701,WA Di  49,SP,USGS,39.4584327,-77.7461042,
530,,674,135-00181,QUARRY SPRING,37.31234457,-80.50692078,,,,428,392734077313501,FR Dc  29,SP,USGS,39.4595457,-77.5260986,
517,,661,135-00167,SPRING NEAR PEMBROKE,37.31247083,-80.61844583,,,,429,392737077350702,FR Db   3,SP,USGS,39.46037855,-77.5849889,
632,,841,160-00273,CHARLES CUMBER-SPRING,37.31264992,-80.4110583,,,,430,392748078003202, Ber-0533S,SP,USGS,39.4634318,-78.0086102,
527,,671,135-00178,SMOKEHOLE SPRING,37.31336876,-80.50943597,,,,431,392752077054501,CL Dc 103,SP,USGS,39.46454644,-77.0955371,
535,,679,135-00186,UNNAMED DOMESTIC SPRING,37.31724786,-80.43878487,,,,432,392753078185901, Mrg-0058(Ridge Hatchery Spring),SP,USGS,39.46481889,-78.3161183,
1113,,345,109-00509,M G ROBINSON (SPRING),37.3180518,-79.46310833,,,,434,392800078190901, Mrg-0008(WV Conservation Commission Spring),SP,USGS,39.46676326,-78.3188962,
631,,840,160-00271,SANFORD HUGHES-SPRING,37.32015586,-80.3790164,,,,433,392800077500801, Jef-0446S,SP,USGS,39.46676568,-77.83527289,
413,,520,122-00145,UNNAMED SPRING,37.32035907,-80.42652449,,,,435,392812077585900, Ber-0251(Kilmer Spring),SP,USGS,39.470654,-77.9833319,
536,,680,135-00187,UNNAMED SPRING,37.32084804,-80.44234891,,,,436,392818077065801,CL Dc 165,SP,USGS,39.4717685,-77.115815,
1173,,961,173-00120,FARLEY SPRING,37.3210934,-78.307224,,,,437,392822077500301, Jef-0449S,SP,USGS,39.4728767,-77.833884,
414,,521,122-00146,UNNAMED SPRING,37.32141362,-80.4280836,,,,438,392836077442701,WA Di 103,SP,USGS,39.4767659,-77.7405485,
1089,,397,113-00184,MINE DRAIN TO DOG FORK,37.32316493,-82.19708275,,,,439,392907078013501, Ber-0600S,SP,USGS,39.48537577,-78.0261108,
521,,665,135-00172,PEARISBURG SPRING - GILES COUNTY PSA,37.32611923,-80.75037173,,,,440,392915077413301,WA Di   6,SP,USGS,39.4875996,-77.6927695,
516,,660,135-00166,UNNAMED,37.33334722,-80.60765667,,,,441,392923076324901,BA De 632,SP,USGS,39.4898287,-76.5466337,
524,,668,135-00175,HARRIS SPRING - RIVERVIEW TRAILER PARK,37.33898608,-80.81325935,,,,442,392935078054200, Ber-0275S,SP,USGS,39.49231968,-78.0952795,
514,,658,135-00164,BLUFF CITY SPRING,37.33933889,-80.75506,,,,443,392938076380401,BA Dd 298,SP,USGS,39.49399495,-76.63413729,
520,,664,135-00170,RTE 602 SPRING,37.33946722,-80.5022475,,,,444,392943076442601,BA Dc  18,SP,USGS,39.49538335,-76.7402527,
515,,659,135-00165,LITTLE STONY CREEK SPRING #1 - TOWN OF PEMBROKE,37.34068472,-80.62604056,,,,445,392950078004601, Ber-0601S,SP,USGS,39.49732008,-78.01249939,
541,,685,135-00192,UNNAMED DOMESTIC SPRING,37.34302304,-80.6462573,,,,446,393010078175001, Mrg-0012S,SP,USGS,39.50287359,-78.2969518,
1351,,424,120-00322,WARE BOTTOM SPRING,37.347371,-77.372759,,,,447,393038078081601, Ber-0603S,SP,USGS,39.51065236,-78.1375032,
533,,677,135-00184,UNNAMED SPRING,37.35018833,-80.66896193,,,,448,393054077045601,CL Cd 179,SP,USGS,39.51482354,-77.0802596,
543,,687,135-00194,UNNAMED SPRING,37.35061376,-80.64340828,,,,449,393104076425401,BA Cc 245,SP,USGS,39.51788326,-76.714696,
542,,686,135-00193,UNNAMED SPRING,37.35079817,-80.64364028,,,,450,393116077535201, Ber-0542(Unnamed Spring @ Bedington),SP,USGS,39.521209,-77.8974967,
1090,,398,113-00185,MINE DRAIN TO LEVISA FORK,37.35260892,-82.18985978,,,,451,393122079265701,GA Ca  51,SP,USGS,39.5228676,-79.4489326,
1133,,524,124-00046,RONQUILLO SPRING,37.36182522,-78.37660707,,,,452,393125078202401, Mrg-0060S,SP,USGS,39.52370596,-78.3397308,
509,,648,135-00024,TOWN OF PEMBROKE (SP),37.36743202,-80.62693392,,,,454,393128077554700, Ber-0329S,SP,USGS,39.5241111,-77.92838889,
407,,514,122-00139,LOONEY SPRING,37.37199025,-80.39548434,,,,453,393127079204601,GA Cb  51,SP,USGS,39.5242571,-79.3458734,
510,,649,135-00040,QUALITY STATION #32--SPRING,37.3722936,-80.66148775,,,,456,393143078083101, Ber-0544S,SP,USGS,39.52870748,-78.1416702,
522,,666,135-00173,SPRING #1 - GILES COUNTY PSA,37.372621,-80.811465,,,,455,393138078031600, Ber-0331S,SP,USGS,39.52926369,-78.0491674,
523,,667,135-00174,SPRING #2 - GILES COUNTY PSA,37.372621,-80.812298,,,,457,393153076395701,BA Cd 217,SP,USGS,39.53149445,-76.6655274,
406,,513,122-00138,GRAY DAY SPRING,37.37278032,-80.39565577,,,,458,393158076401101,BA Cc 241,SP,USGS,39.5328833,-76.66941639,
525,,669,135-00176,CHEMICAL LIME CORPORATION - PLANT #1 SPRING,37.377647,-80.659172,,,,459,393212076365901,BA Cd 237,SP,USGS,39.53677239,-76.6160809,
508,,647,135-00017,TOWN OF RICH CREEK -SPRING,37.37793473,-80.81881175,,,,460,393218077271001,FR Cd  38,SP,USGS,39.5384336,-77.45248638,
732,,1024,180-01046,RALPH  BRIZENDINE (SPRING),37.37920077,-80.12836771,,,,461,393220077063301,CL Cc 111,SP,USGS,39.53898997,-77.108871,
734,,1029,180-01086,JERRY MORGAN SPRING,37.3812369,-80.11313451,,,,462,393225077023801,CL Cd 137,SP,USGS,39.540379,-77.0435929,
537,,681,135-00188,UNNAMED SPRING,37.38249403,-80.67116055,,,,463,393233077483001,WA Ch   7,SP,USGS,39.54259785,-77.8080503,
538,,682,135-00189,UNNAMED SPRING,37.3825292,-80.67191175,,,,464,393246077312701,FR Cc   6,SP,USGS,39.54621088,-77.5238768,
325,,382,111-00646,LOWER SPRING - FOREST LAKE (HUB WATER CO.),37.383739,-79.882117,,,,466,393252079183501,GA Cc  13,SP,USGS,39.54786718,-79.3094827,
326,,383,111-00647,UPPER SPRING - FOREST LAKE (HUB WATER CO.),37.384128,-79.880622,,,,468,393302077582900, Ber-0363S,SP,USGS,39.54954155,-77.9769432,
731,,1021,180-00537,CATAWBA SANATORIUM (SPRING),37.38853895,-80.09843788,,,,465,393252077572000, Ber-0359S,SP,USGS,39.5495416,-77.95472048,
733,,1028,180-01085,CATAWBA SANITORIUM - MOUNTAIN SPRING,37.39446128,-80.1110116,,,,467,393258077363701,WA Cj  69,SP,USGS,39.54954345,-77.60999,
1240,,346,109-00965,WOODHAVEN NURSING HOME SPRING,37.398046,-79.752999,,,,469,393308077020901,CL Cd  21,SP,USGS,39.5523234,-77.0355374,
1125,,417,114-00307,TREE HUGGERS SPRING,37.39922607,-78.44923329,,,,470,393309077392201,WA Cj 126,SP,USGS,39.55259858,-77.65582448,
319,,376,111-00082,NEAR BOTETOURT LNDFLL (SPRING),37.41617187,-79.87518137,,,,471,393312076415501,BA Cc 242,SP,USGS,39.5534385,-76.69830629,
1124,,416,114-00306,SENGER SPRING,37.41961538,-78.46766558,,,,472,393314077512501,WA Cg  14,SP,USGS,39.55398634,-77.8566626,
1353,,699,143-00406,CAMP HOLLY SPRING,37.4377333,-77.29899737,65,,,473,393320078163201, Mrg-0177S,SP,USGS,39.55541667,-78.2756944,
412,,519,122-00144,SLOVENSKY SPRING,37.44126139,-80.23177167,,,,475,393335077582200, Ber-0384S,SP,USGS,39.55870806,-77.9736099,
1241,,347,109-00968,BIG SPRING - PEAKS OF OTTER RECREATION AREA,37.44286338,-79.59772228,66,,,474,393334078031800, Ber-0481S,SP,USGS,39.5595408,-78.0547234,
1242,,348,109-00973,EDWARDSHOUSE,37.44763708,-79.61753633,67,,,476,393337077532900, Ber-0386S,SP,USGS,39.56037499,-77.8919413,
1126,,418,114-00308,HAMLETT SPRING,37.45035264,-78.50088451,,,,477,393343078163301, Mrg-0151S,SP,USGS,39.5619722,-78.2759167,
1122,,414,114-00304,SEAY SPRING 1,37.45306328,-78.50520433,,,,478,393350078391601,AL Cf  52,SP,USGS,39.5634239,-78.6539047,
1123,,415,114-00305,SEAY SPRING 2,37.45418068,-78.50683664,,,,480,393403076414701,BA Cc 243,SP,USGS,39.56760506,-76.6960839,
1361,,921,163-00243,RICHARD MOUNTCASTLE SPRING 1,37.4615352,-77.09413718,68,,,479,393400078163001, Mrg-0017S,SP,USGS,39.56844444,-78.2736944,
1362,,922,163-00244,RICHARD MOUNTCASTLE SPRING 2,37.461554,-77.094507,69,,,481,393424076435001,BA Cc 244,SP,USGS,39.57343819,-76.7302518,
1363,,923,163-00245,RICHARD MOUNTCASTLE SPRING 3,37.461554,-77.094507,69,,,482,393426077452901,WA Ch   2,SP,USGS,39.57426406,-77.7588826,
408,,515,122-00140,CARPER CAVE SPRING,37.47242528,-80.18218694,,,,483,393428078435101,AL Ce   1,SP,USGS,39.57453396,-78.73029529,
411,,518,122-00143,FISH HATCHERY SPRING,37.47939306,-80.13855861,,,,486,393438080052501, Mng-0069S,SP,USGS,39.57730485,-80.0900718,
410,,517,122-00142,LEFEL SPRING,37.48010861,-80.13989611,,,,485,393438078420601,AL Ce   4,SP,USGS,39.57731198,-78.7014058,
1117,,409,114-00299,KYANITE MINING CORPORATION,37.48081954,-78.47026801,,,,484,393438078163801, Mrg-0075S,SP,USGS,39.5773333,-78.2765556,
409,,516,122-00141,DUDDING SPRING,37.48090833,-80.15149139,,,,487,393448077104701,CL Cb   3,SP,USGS,39.5803782,-77.1791494,
1244,,350,109-00976,HEADFOREMOST,37.48208138,-79.56420269,70,,,488,393459076045001,CE Cc  40,SP,USGS,39.58316755,-76.08022759,
1360,,920,163-00241,SPRING ON TRIBUTARY TO SCHIMINOE CREEK,37.49267379,-77.06620494,,,,489,393522077381901,WA Bj   4,SP,USGS,39.5895422,-77.6386022,
320,,377,111-00089,FINCASTLE SPRING,37.50069352,-79.87480557,,,,4,01619320,"ALB. POWELL FISH HATCHERY SP. AT BEAVER CREEK, MD",SP,USGS,39.58954224,-77.63832438,
1131,,423,120-00321,BEAUFONT SPRING,37.506259,-77.529153,,,,492,393525079130701,GA Bd  38,SP,USGS,39.59036545,-79.2183675,
327,,384,111-00648,WOODVILLE SPRING (CAMP FINCASTLE),37.513772,-79.930458,,,,491,393525078595802,GA Bg   4,SP,USGS,39.59036659,-78.99919329,
1186,,1581,222-00005,FONTICELLO SPRING,37.51681368,-77.46081731,71,,,490,393523077381901,WA Bj   5,SP,USGS,39.59037555,-77.6391577,
1243,,349,109-00974,NASA 2,37.51958134,-79.50086884,72,,,493,393529077015501,CL Bd  86,SP,USGS,39.5914899,-77.0316485,
1121,,413,114-00303,MORGAN SPRING,37.52254081,-78.59153415,,,,494,393541077033801,CL Bd  84,SP,USGS,39.59482308,-77.0602598,
1187,,1582,222-00006,WAYSIDE SPRING,37.5240359,-77.48387372,73,,,495,393551080041001, Mng-0579S,SP,USGS,39.5975822,-80.0692367,
1188,,1583,222-00007,BYRD PARK SPRING,37.5402508,-77.47721552,74,,,496,393601076075401,HA Bf  18,SP,USGS,39.6003879,-76.1313406,
1352,,698,143-00025,HIGHLAND SPRING 1 - HENRICO COUNTY,37.550187,-77.327465,,,,497,393605077365401,WA Bj   7,SP,USGS,39.60176429,-77.6149906,
1156,,900,162-00044,C & O RAILROAD - SPRING  (NCSA - GLADSTONE),37.554606,-78.852264,,,,498,393623077260001,FR Bd  54,SP,USGS,39.6064874,-77.4330425,
1112,,40,104-00010,SWEETBRIAR COLLEGE SPRING,37.561414,-79.083641,,,,499,393639076480601,BA Bb 150,SP,USGS,39.61093705,-76.80136488,
1315,,1092,181-00401,MARBLE SPRING,37.57097,-79.43809,,,,500,393708076345501,BA Be  37,SP,USGS,39.61899388,-76.5816349,
321,,378,111-00152,DALE CARTER #1 (SPRING),37.57167222,-79.66820984,,,,501,393734078134601, Mrg-0042(Berkeley SP2-Lady's Spring),SP,USGS,39.62620435,-78.2291744,
1316,,1093,181-00402,SULPHUR SPRING,37.572914,-79.461424,,,,502,393738078134601, Mrg-0079(Berkeley SP 1 Spring),SP,USGS,39.6273154,-78.2291744,
324,,381,111-00645,KARNES SPRING,37.5983974,-79.6792773,,,,503,393745077562201,WA Bf   3,SP,USGS,39.62926245,-77.939165,
1120,,412,114-00302,"WEST, JOY ELAINE SPRING",37.60022664,-78.66393502,,,,504,393757076240101,HA Bc  30,SP,USGS,39.6326056,-76.3999616,
1119,,411,114-00301,CHAMBERS SPRING,37.60253918,-78.66644192,,,,505,393800076240101,HA Bc  31,SP,USGS,39.63343896,-76.3999616,
322,,379,111-00157,N L GRIM (SPRING),37.60488382,-79.65290016,,,,506,393807077435301,WA Bi  35,SP,USGS,39.63537404,-77.7313822,
1169,,919,162-00320,SMALL SPRING NEAR BUFFALO SPRING,37.61305838,-78.8614051,,,,507,393810076531701,CL Bf 142,SP,USGS,39.6362135,-76.8877561,
1168,,918,162-00319,BUFFALO SPRING,37.61317711,-78.86125638,,,,508,393826077315701,WA Bk  29,SP,USGS,39.6406525,-77.5322116,
1118,,410,114-00300,ROSSER SPRING,37.61324035,-78.68496601,,,,509,393837077335601,WA Bk   4,SP,USGS,39.64370785,-77.5652678,
323,,380,111-00159,R E LINK (SPRING),37.61797805,-79.66495888,,,,510,393841076430901,BA Bc 264,SP,USGS,39.6448264,-76.718862,
1582,,24,102-00120,OLD SWEET SPRING - WV,37.62995364,-80.24016588,,,,511,393849077292201,FR Bd 110,SP,USGS,39.6470414,-77.4891552,
736,,1032,181-00032,NAT. BRIDGE-BARGER SPRING,37.64043269,-79.54037006,,,,513,393850077292301,FR Bd 108,SP,USGS,39.6473192,-77.489433,
11,,23,102-00119,SWEET CHALYBEATE SPRING,37.6423992,-80.23815602,,,,512,393850077292001,FR Bd 115,SP,USGS,39.6473192,-77.48859968,
735,,1031,181-00030,WALLACE HOLLOW SPRING - NATURAL BRIDGE,37.64452415,-79.54465683,,,,514,393853077284801,FR Bd 107,SP,USGS,39.64815259,-77.4797106,
21,,34,102-00130,R. O. STONE SPRING,37.64540388,-80.2382599,,,,515,393857079343801, Pre-0147(Spring near Brandonville),SP,USGS,39.64924829,-79.5769902,
23,,36,102-00132,UNNAMED SPRING ON LONGBRIDGE HOLLOW,37.6555761,-80.23160233,,,,516,393859077292301,FR Bd  39,SP,USGS,39.6498191,-77.489433,
761,,1060,181-00306,HENDERSON SPRING,37.66568787,-79.63948575,,,,517,393907079180201,GA Bc  24,SP,USGS,39.65202818,-79.3003134,
760,,1059,181-00305,BERRY SPRING,37.66624342,-79.63865241,,,,518,393915077283801,FR Bd 106,SP,USGS,39.65426355,-77.47693289,
22,,35,102-00131,IRON HILL SPRING,37.67071058,-80.21036801,,,,519,393918077332201,WA Bk   3,SP,USGS,39.65509646,-77.5558233,
